ts,px,realized,floating,total,floor,peak,notes
1760635565.5175319,29997.141067171102,0.0,0.0,0.0,0.0,0.0,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635643.201937,29995.459652960453,0.0,-0.0616557776902755,-0.0616557776902755,0.0,0.0,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635708.894717,30050.0,0.0,1.9382842079028644,1.9382842079028644,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635708.898716,29989.603012367155,0.0,-0.2764129316059171,-0.2764129316059171,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635710.6852977,30050.0,0.0,1.9382842079028644,1.9382842079028644,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635710.6892998,29988.67368078387,0.0,-0.3104905914333501,-0.3104905914333501,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635716.862963,30050.0,0.0,1.9382842079028644,1.9382842079028644,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635716.8669727,29989.817418409377,0.0,-0.26855087644369596,-0.26855087644369596,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635719.9223561,29988.85282606342,0.0,-0.30392151317761146,-0.30392151317761146,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635720.6811893,30050.0,0.0,1.9382842079028644,1.9382842079028644,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635720.685169,29987.147861036927,0.0,-0.36644087573406764,-0.36644087573406764,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635722.1907063,30050.0,0.0,1.9382842079028644,1.9382842079028644,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635722.1946816,29987.04301367206,0.0,-0.3702855237563443,-0.3702855237563443,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14
1760635731.0158901,500.0,-1081.630665792097,0.0,-1081.630665792097,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14 | Ball 1 EXIT SL realized=-98.31 | Ball 6 EXIT SL realized=-245.83 | Ball 9 EXIT SL realized=-491.66 | Ball 10 EXIT SL realized=-245.83 | [DD_BREACH] Flattened all; realized += 0.00
1760635731.0208929,29979.73491965,-1081.630665792097,0.0,-1081.630665792097,0.0,1.9382842079028644,Ball 1 ENTRY role=private qty=0.003333 @ 29997.14 | Ball 6 ENTRY role=specialist qty=0.008334 @ 29997.14 | Ball 9 ENTRY role=major qty=0.016668 @ 29997.14 | Ball 10 ENTRY role=sniper qty=0.008334 @ 29997.14 | Ball 1 EXIT SL realized=-98.31 | Ball 6 EXIT SL realized=-245.83 | Ball 9 EXIT SL realized=-491.66 | Ball 10 EXIT SL realized=-245.83 | [DD_BREACH] Flattened all; realized += 0.00 | [DD_BREACH] Flattened all; realized += 0.00
1760635769.972834,29974.079296074044,0.0,0.0,0.0,0.0,0.0,Ball 1 ENTRY role=private qty=0.001668 @ 29974.08 | Ball 6 ENTRY role=specialist qty=0.005004 @ 29974.08 | Ball 9 ENTRY role=major qty=0.00834 @ 29974.08
1760635784.3015845,29975.413037554998,0.0,0.02002212711208001,0.02002212711208001,0.0,0.02002212711208001,Ball 1 ENTRY role=private qty=0.001668 @ 29974.08 | Ball 6 ENTRY role=specialist qty=0.005004 @ 29974.08 | Ball 9 ENTRY role=major qty=0.00834 @ 29974.08
1760635785.2380862,29970.204847018187,0.0,-0.05816322922651823,-0.05816322922651823,0.0,0.02002212711208001,Ball 1 ENTRY role=private qty=0.001668 @ 29974.08 | Ball 6 ENTRY role=specialist qty=0.005004 @ 29974.08 | Ball 9 ENTRY role=major qty=0.00834 @ 29974.08
1760635785.5341375,29975.738554160132,0.0,0.024908782388365247,0.024908782388365247,0.0,0.024908782388365247,Ball 1 ENTRY role=private qty=0.001668 @ 29974.08 | Ball 6 ENTRY role=specialist qty=0.005004 @ 29974.08 | Ball 9 ENTRY role=major qty=0.00834 @ 29974.08
